ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global"
5528,variation,"თეთრი წინდა ორნამენტებით 36-39",,"თეთრი წინდა ორნამენტებით - 36-39",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,48.6,54,,,,,,,"თეთრი წინდა ორნამენტებით",,,,,,1,,ზომა,36-39,,0,,,,,,,,,,,,
5533,variable,"რუხი ქუდი პომპონით",,"რუხი ქუდი პომპონით",1,0,visible,"• ქსოვილი: 100% ნატურალური თუშური შალი\n• სარჩული: 100% ბამბით ნაქსოვი, შუბლის გარშემო\n• ნამდვილი ბებიების ხელით მოქსოვილი\n• დამზადებულია საქართველოში\n• შეფუთვა: ბრენდირებული კრაფტის ქაღალდი და კრაფტის ჩანთა","ზომის დასადგენად იხელმძღვანელეთ ქვემოთ მოცემული ცხრილით:\n\n\n\n<table width=""375"">\n\n\n\n<tbody>\n\n\n\n<tr>\n\n\n\n<td width=""64"">ზომა</td>\n\n\n\n<td width=""210"">თავის გარშემოწერილობა</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64""> L</td>\n\n\n\n<td width=""210"">62-65 სმ</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64""> M</td>\n\n\n\n<td width=""210"">58-61 სმ</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64""> S</td>\n\n\n\n<td width=""210"">54-57 სმ</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64"">XS</td>\n\n\n\n<td width=""210"">50-53 სმ</td>\n\n\n\n</tr>\n\n\n\n</tbody>\n\n\n\n</table>\n\n\n\n✓ შეძენამდე გაეცანით <a href=""https://bebias.ge/payment-and-delivery/"">მიწოდების პირობებსა და ტარიფებს.</a>\n\n\n\n\n\n\n\n✓ რეცხვის ინსტრუქცია იხილეთ <a href=""https://bebias.ge/faq/"">ხშირად დასმულ კითხვებში.</a>\n\n\n&nbsp;\n\n<strong>ტრადიციით შექმნილი, სიყვარულით შესრულებული</strong>\n\n“ბებიას” ყოველი ნახელავი სითბოს, ოსტატობისა და სოციალური გავლენის ისტორიას ყვება. ქართული, ბებიების მიერ ხელით ნაქსოვი თითოეული პროდუქტი უნიკალურია და გამოხატავს თაობიდან თაობაზე გადაცემულ უნარებს. ჩვენი პროდუქტები მხოლოდ აქსესუარები არაა — ეს სიმბოლოებია სიყვარულის, ზრუნვისა და მდგრადობის.\n\n<strong>100% ნატურალური მასალები, 100% დაცვა და კომფორტი</strong>\n\nჩვენი ნახელავები დამზადებულია 100% ნატურალური და ორგანული სუფთა, შეურეველი მასალებისგან, რაც უზრუნველყოფს არაჩვეულებრივ კომფორტს, სირბილეს და სკალპის სუნთქვადობას. ვიყენებთ ქართულ ნატურალურ თბილ შალს თუშეთის მთებიდან, ასევე პრემიუმ ხარისხის ნატურალურ რბილ შალს და ნატურალურ ანტიალერგიულ ბამბას, რათა თითოეული ნივთი იყოს ეკო-მეგობრული, რბილი და იდეალური ყველა სეზონისთვის, ყინვასა თუ ნაკლებად ცივ ამინდში.\n\n<strong>მდგრადობა და სოციალური გავლენა</strong>\n\nროდესაც „ბებიას“ პროდუქტებს ყიდულობთ, მხარს უჭერთ უფრო მდგრად მომავალს. ჩვენი 100% ნატურალური მასალები ეთიკურად არის მოპოვებული და ჩვენი წარმოების პროცესი პრიორიტეტს ანიჭებს გარემოს დაცვას. ბუნებრივი ნახელავების ფერები მიღებულია მცენარეებიდან, ხელით ღებვის ოსტატობით. თუმცა ეს ყველაფერი მხოლოდ პლანეტას არ ეხება — ეს ადამიანებზეა. ყოველი შენაძენი ეხმარება ჩვენი ბებიების ყოფას, აძლევს მათ დამატებით შემოსავალსა და ცხოვრების ხალისს. ",,,taxable,,1,5,,0,0,,,,,0,,,,"ქუდები > პომპონიანი ქუდები","ბებიას, თბილი ქუდი, ნაქსოვი ქუდი, ნაცრისფერი ქუდი, პომპონიანი ქუდი, ქუდები, ქუდი, შალის ქუდი",,"https://bebias.ge/wp-content/uploads/მუქი-ნაცრისფერი-ქუდი-პომპონით.jpg, https://bebias.ge/wp-content/uploads/IMG_4915-scaled-e1736889889218.jpg, https://bebias.ge/wp-content/uploads/შეფუთვა.png",,,,,,,,,0,ბებიას,ზომა,"L, M, S, XS",1,0,ფერი,ნაცრისფერი,1,1,სარჩული,"შუბლის გარშემო",0,1,მატერია,"თუშური შალი",1,1
5536,variation,"რუხი ქუდი პომპონით XS",,"რუხი ქუდი პომპონით - XS",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,54,,,,,,,"რუხი ქუდი პომპონით",,,,,,1,,ზომა,XS,,0,,,,,,,,,,,,
5537,variation,"რუხი ქუდი პომპონით S",,"რუხი ქუდი პომპონით - S",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,54,,,,,,,"რუხი ქუდი პომპონით",,,,,,2,,ზომა,S,,0,,,,,,,,,,,,
5538,variation,"რუხი ქუდი პომპონით M",,"რუხი ქუდი პომპონით - M",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,54,,,,,,,"რუხი ქუდი პომპონით",,,,,,3,,ზომა,M,,0,,,,,,,,,,,,
5539,variation,"რუხი ქუდი პომპონით L",,"რუხი ქუდი პომპონით - L",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,54,,,,,,,"რუხი ქუდი პომპონით",,,,,,4,,ზომა,L,,0,,,,,,,,,,,,
5541,variable,"ზურმუხტისფერი ქუდი პომპონით",,"ზურმუხტისფერი ქუდი პომპონით",1,0,visible,"• ქსოვილი: 100% ნატურალური თუშური შალი\n• სარჩული: 100% ბამბით ნაქსოვი, შუბლის გარშემო\n• ნამდვილი ბებიების ხელით მოქსოვილი\n• დამზადებულია საქართველოში\n• შეფუთვა: ბრენდირებული კრაფტის ქაღალდი და კრაფტის ჩანთა","ზომის დასადგენად იხელმძღვანელეთ ქვემოთ მოცემული ცხრილით:\n\n\n\n<table width=""375"">\n\n\n\n<tbody>\n\n\n\n<tr>\n\n\n\n<td width=""64"">ზომა</td>\n\n\n\n<td width=""210"">თავის გარშემოწერილობა</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64""> L</td>\n\n\n\n<td width=""210"">62-65 სმ</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64""> M</td>\n\n\n\n<td width=""210"">58-61 სმ</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64""> S</td>\n\n\n\n<td width=""210"">54-57 სმ</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64"">XS</td>\n\n\n\n<td width=""210"">50-53 სმ</td>\n\n\n\n</tr>\n\n\n\n</tbody>\n\n\n\n</table>\n\n\n\n✓ შეძენამდე გაეცანით <a href=""https://bebias.ge/payment-and-delivery/"">მიწოდების პირობებსა და ტარიფებს.</a>\n\n\n\n\n\n\n\n✓ რეცხვის ინსტრუქცია იხილეთ <a href=""https://bebias.ge/faq/"">ხშირად დასმულ კითხვებში.</a>\n\n\n&nbsp;\n\n<strong>ტრადიციით შექმნილი, სიყვარულით შესრულებული</strong>\n\n“ბებიას” ყოველი ნახელავი სითბოს, ოსტატობისა და სოციალური გავლენის ისტორიას ყვება. ქართული, ბებიების მიერ ხელით ნაქსოვი თითოეული პროდუქტი უნიკალურია და გამოხატავს თაობიდან თაობაზე გადაცემულ უნარებს. ჩვენი პროდუქტები მხოლოდ აქსესუარები არაა — ეს სიმბოლოებია სიყვარულის, ზრუნვისა და მდგრადობის.\n\n<strong>100% ნატურალური მასალები, 100% დაცვა და კომფორტი</strong>\n\nჩვენი ნახელავები დამზადებულია 100% ნატურალური და ორგანული სუფთა, შეურეველი მასალებისგან, რაც უზრუნველყოფს არაჩვეულებრივ კომფორტს, სირბილეს და სკალპის სუნთქვადობას. ვიყენებთ ქართულ ნატურალურ თბილ შალს თუშეთის მთებიდან, ასევე პრემიუმ ხარისხის ნატურალურ რბილ შალს და ნატურალურ ანტიალერგიულ ბამბას, რათა თითოეული ნივთი იყოს ეკო-მეგობრული, რბილი და იდეალური ყველა სეზონისთვის, ყინვასა თუ ნაკლებად ცივ ამინდში.\n\n<strong>მდგრადობა და სოციალური გავლენა</strong>\n\nროდესაც „ბებიას“ პროდუქტებს ყიდულობთ, მხარს უჭერთ უფრო მდგრად მომავალს. ჩვენი 100% ნატურალური მასალები ეთიკურად არის მოპოვებული და ჩვენი წარმოების პროცესი პრიორიტეტს ანიჭებს გარემოს დაცვას. ბუნებრივი ნახელავების ფერები მიღებულია მცენარეებიდან, ხელით ღებვის ოსტატობით. თუმცა ეს ყველაფერი მხოლოდ პლანეტას არ ეხება — ეს ადამიანებზეა. ყოველი შენაძენი ეხმარება ჩვენი ბებიების ყოფას, აძლევს მათ დამატებით შემოსავალსა და ცხოვრების ხალისს. ",,,taxable,,0,0,,0,0,,,,,0,,,,"ქუდები > პომპონიანი ქუდები","ბებიას, თბილი ქუდი, ნაქსოვი ქუდი, პომპონიანი ქუდი, ფირუზისფერი ქუდი, ქუდები, ქუდი, შალის ქუდი",,"https://bebias.ge/wp-content/uploads/ზურმუხტისფერი_ქუდი_პომპონით..jpg, https://bebias.ge/wp-content/uploads/შეფუთვა.png",,,,,,,,,0,ბებიას,ზომა,"L, M, S, XS",1,0,ფერი,ფირუზისფერი,1,1,სარჩული,"შუბლის გარშემო",0,1,მატერია,"თუშური შალი",1,1
5544,variation,"ზურმუხტისფერი ქუდი პომპონით XS",,"ზურმუხტისფერი ქუდი პომპონით - XS",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,54,,,,,,,"ზურმუხტისფერი ქუდი პომპონით",,,,,,1,,ზომა,XS,,0,,,,,,,,,,,,
5545,variation,"ზურმუხტისფერი ქუდი პომპონით S",,"ზურმუხტისფერი ქუდი პომპონით - S",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,54,,,,,,,"ზურმუხტისფერი ქუდი პომპონით",,,,,,2,,ზომა,S,,0,,,,,,,,,,,,
5546,variation,"ზურმუხტისფერი ქუდი პომპონით M",,"ზურმუხტისფერი ქუდი პომპონით - M",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,54,,,,,,,"ზურმუხტისფერი ქუდი პომპონით",,,,,,3,,ზომა,M,,0,,,,,,,,,,,,
5547,variation,"ზურმუხტისფერი ქუდი პომპონით L",,"ზურმუხტისფერი ქუდი პომპონით - L",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,54,,,,,,,"ზურმუხტისფერი ქუდი პომპონით",,,,,,4,,ზომა,L,,0,,,,,,,,,,,,
5682,variation,"თეთრი შეუღებავი შალის ქუდი პომპონით M",,"თეთრი შეუღებავი შალის ქუდი პომპონით - M",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,59,,,,,,,"თეთრი შეუღებავი შალის ქუდი პომპონით",,,,,,3,,ზომა,M,,0,,,,,,,,,,,,
5683,variation,"თეთრი შეუღებავი შალის ქუდი პომპონით S",,"თეთრი შეუღებავი შალის ქუდი პომპონით - S",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,59,,,,,,,"თეთრი შეუღებავი შალის ქუდი პომპონით",,,,,,2,,ზომა,S,,0,,,,,,,,,,,,
5689,variation,"წითელი ხელთათმანი თითების გარეშე - კაცი",,"წითელი ხელთათმანი თითების გარეშე - L",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,44,,,,,,,"წითელი ხელთათმანი თითების გარეშე",,,,,,1,,ზომა,L,,0,,,,,,,,,,,,
5690,variation,"წითელი ხელთათმანი თითების გარეშე - ქალი",,"წითელი ხელთათმანი თითების გარეშე - S/M",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,44,,,,,,,"წითელი ხელთათმანი თითების გარეშე",,,,,,2,,ზომა,S/M,,0,,,,,,,,,,,,
5714,variable,"ღია ენდროსფერი ქუდი პომპონით",,"ღია ენდროსფერი ქუდი პომპონით",1,1,visible,"• ქსოვილი: 100% ნატურალური თუშური შალი\n• სარჩული: 100% ბამბით ნაქსოვი, შუბლის გარშემო\n• ფერი: მცენარეული ბუნებრივი საღებავი\n• ნამდვილი ბებიების ხელით მოქსოვილი\n• დამზადებულია საქართველოში\n• შეფუთვა: ბრენდირებული კრაფტის ქაღალდი და კრაფტის ჩანთა","ზომის დასადგენად იხელმძღვანელეთ ქვემოთ მოცემული ცხრილით:\n\n\n\n<table width=""375"">\n\n\n\n<tbody>\n\n\n\n<tr>\n\n\n\n<td width=""64"">ზომა</td>\n\n\n\n<td width=""210"">თავის გარშემოწერილობა</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64""> L</td>\n\n\n\n<td width=""210"">62-65 სმ</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64""> M</td>\n\n\n\n<td width=""210"">58-61 სმ</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64""> S</td>\n\n\n\n<td width=""210"">54-57 სმ</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64"">XS</td>\n\n\n\n<td width=""210"">50-53 სმ</td>\n\n\n\n</tr>\n\n\n\n</tbody>\n\n\n\n</table>\n\n\n\n✓ შეძენამდე გაეცანით <a href=""https://bebias.ge/payment-and-delivery/"">მიწოდების პირობებსა და ტარიფებს.</a>\n\n\n\n\n\n\n\n✓ რეცხვის ინსტრუქცია იხილეთ <a href=""https://bebias.ge/faq/"">ხშირად დასმულ კითხვებში.</a>\n\n\n&nbsp;\n\n<strong>ტრადიციით შექმნილი, სიყვარულით შესრულებული</strong>\n\n“ბებიას” ყოველი ნახელავი სითბოს, ოსტატობისა და სოციალური გავლენის ისტორიას ყვება. ქართული, ბებიების მიერ ხელით ნაქსოვი თითოეული პროდუქტი უნიკალურია და გამოხატავს თაობიდან თაობაზე გადაცემულ უნარებს. ჩვენი პროდუქტები მხოლოდ აქსესუარები არაა — ეს სიმბოლოებია სიყვარულის, ზრუნვისა და მდგრადობის.\n\n<strong>100% ნატურალური მასალები, 100% დაცვა და კომფორტი</strong>\n\nჩვენი ნახელავები დამზადებულია 100% ნატურალური და ორგანული სუფთა, შეურეველი მასალებისგან, რაც უზრუნველყოფს არაჩვეულებრივ კომფორტს, სირბილეს და სკალპის სუნთქვადობას. ვიყენებთ ქართულ ნატურალურ თბილ შალს თუშეთის მთებიდან, ასევე პრემიუმ ხარისხის ნატურალურ რბილ შალს და ნატურალურ ანტიალერგიულ ბამბას, რათა თითოეული ნივთი იყოს ეკო-მეგობრული, რბილი და იდეალური ყველა სეზონისთვის, ყინვასა თუ ნაკლებად ცივ ამინდში.\n\n<strong>მდგრადობა და სოციალური გავლენა</strong>\n\nროდესაც „ბებიას“ პროდუქტებს ყიდულობთ, მხარს უჭერთ უფრო მდგრად მომავალს. ჩვენი 100% ნატურალური მასალები ეთიკურად არის მოპოვებული და ჩვენი წარმოების პროცესი პრიორიტეტს ანიჭებს გარემოს დაცვას. ბუნებრივი ნახელავების ფერები მიღებულია მცენარეებიდან, ხელით ღებვის ოსტატობით. თუმცა ეს ყველაფერი მხოლოდ პლანეტას არ ეხება — ეს ადამიანებზეა. ყოველი შენაძენი ეხმარება ჩვენი ბებიების ყოფას, აძლევს მათ დამატებით შემოსავალსა და ცხოვრების ხალისს. ",,,taxable,,1,1,,0,0,,,,,0,,,,"ქუდები > ბუნებრივი ფერის ქუდები, ქუდები > პომპონიანი ქუდები","ბებიას, ბუნებრივი ფერის ქუდი, თბილი ქუდი, ნაქსოვი ქუდი, პომპონიანი ქუდი, ქუდები, ქუდი, შალის ქუდი",,"https://bebias.ge/wp-content/uploads/ღია-ენდროსფერი-ქუდი-პომპონით.jpg, https://bebias.ge/wp-content/uploads/IMG_5021-1-e1736885860618.jpg, https://bebias.ge/wp-content/uploads/შეფუთვა.png",,,,,,,,,0,ბებიას,ზომა,"L, M, S, XS",1,0,ფერი,წითელი,1,1,სარჩული,"შუბლის გარშემო",0,1,მატერია,"თუშური შალი",1,1
5715,variation,"ღია ენდროსფერი ქუდი პომპონით L",,"ღია ენდროსფერი ქუდი პომპონით - L",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,59,,,,,,,"ღია ენდროსფერი ქუდი პომპონით",,,,,,1,,ზომა,L,,0,,,,,,,,,,,,
5716,variation,"ღია ენდროსფერი ქუდი პომპონით M",,"ღია ენდროსფერი ქუდი პომპონით - M",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,59,,,,,,,"ღია ენდროსფერი ქუდი პომპონით",,,,,,2,,ზომა,M,,0,,,,,,,,,,,,
5717,variation,"ღია ენდროსფერი ქუდი პომპონით S",,"ღია ენდროსფერი ქუდი პომპონით - S",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,59,,,,,,,"ღია ენდროსფერი ქუდი პომპონით",,,,,,3,,ზომა,S,,0,,,,,,,,,,,,
5720,variable,"მუყაოს-სასაჩუქრე ყუთი",,"მუყაოს სასაჩუქრე ყუთი",-1,0,visible,"• მასალა: მუყაოს ქაღალდი\n• ზომა: 20 x 20 x 9 (სმ)\n• ტიპი: ფანჯრით ან დახურული\n• დამზადებულია საქართველოში","✓ შეძენამდე გაეცანით <a href=""https://bebias.ge/payment-and-delivery/"">მიწოდების პირობებსა და ტარიფებს.</a>",,,taxable,,1,2,,0,0,,,,,0,,,,მიწოდება,"ბებიას, ბრენდირებული ყუთი, გოფრირებული, გოფრირებული მუყაო, კრაფტი, კრაფტის ყუთი, მუყაო, მუყაოს ყუთები, მუყაოს ყუთი, სასაჩუქრე ყუთი, ქაღალდის ყუთი, ყუთების დამზადება, ყუთი, შეფუთვა",,"https://bebias.ge/wp-content/uploads/Box-1.jpg, https://bebias.ge/wp-content/uploads/Box-2.jpg",,,,,,,,,0,ბებიას,ტიპი,"დახურული, ღია",1,1,,,,,,,,,,,,
5738,variable,"ჩაისფერი ქუდი პომპონით",,"ჩაისფერი ქუდი პომპონით",1,1,visible,"• ქსოვილი: 100% ნატურალური თუშური შალი\n• სარჩული: 100% ბამბით ნაქსოვი, შუბლის გარშემო\n• ფერი: მცენარეული ბუნებრივი საღებავი\n• ნამდვილი ბებიების ხელით მოქსოვილი\n• დამზადებულია საქართველოში\n• შეფუთვა: ბრენდირებული კრაფტის ქაღალდი და კრაფტის ჩანთა","ზომის დასადგენად იხელმძღვანელეთ ქვემოთ მოცემული ცხრილით:\n\n\n\n<table width=""375"">\n\n\n\n<tbody>\n\n\n\n<tr>\n\n\n\n<td width=""64"">ზომა</td>\n\n\n\n<td width=""210"">თავის გარშემოწერილობა</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64""> L</td>\n\n\n\n<td width=""210"">62-65 სმ</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64""> M</td>\n\n\n\n<td width=""210"">58-61 სმ</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64""> S</td>\n\n\n\n<td width=""210"">54-57 სმ</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64"">XS</td>\n\n\n\n<td width=""210"">50-53 სმ</td>\n\n\n\n</tr>\n\n\n\n</tbody>\n\n\n\n</table>\n\n\n\n✓ შეძენამდე გაეცანით <a href=""https://bebias.ge/payment-and-delivery/"">მიწოდების პირობებსა და ტარიფებს.</a>\n\n\n\n\n\n\n\n✓ რეცხვის ინსტრუქცია იხილეთ <a href=""https://bebias.ge/faq/"">ხშირად დასმულ კითხვებში.</a>\n\n\n&nbsp;\n\n<strong>ტრადიციით შექმნილი, სიყვარულით შესრულებული</strong>\n\n“ბებიას” ყოველი ნახელავი სითბოს, ოსტატობისა და სოციალური გავლენის ისტორიას ყვება. ქართული, ბებიების მიერ ხელით ნაქსოვი თითოეული პროდუქტი უნიკალურია და გამოხატავს თაობიდან თაობაზე გადაცემულ უნარებს. ჩვენი პროდუქტები მხოლოდ აქსესუარები არაა — ეს სიმბოლოებია სიყვარულის, ზრუნვისა და მდგრადობის.\n\n<strong>100% ნატურალური მასალები, 100% დაცვა და კომფორტი</strong>\n\nჩვენი ნახელავები დამზადებულია 100% ნატურალური და ორგანული სუფთა, შეურეველი მასალებისგან, რაც უზრუნველყოფს არაჩვეულებრივ კომფორტს, სირბილეს და სკალპის სუნთქვადობას. ვიყენებთ ქართულ ნატურალურ თბილ შალს თუშეთის მთებიდან, ასევე პრემიუმ ხარისხის ნატურალურ რბილ შალს და ნატურალურ ანტიალერგიულ ბამბას, რათა თითოეული ნივთი იყოს ეკო-მეგობრული, რბილი და იდეალური ყველა სეზონისთვის, ყინვასა თუ ნაკლებად ცივ ამინდში.\n\n<strong>მდგრადობა და სოციალური გავლენა</strong>\n\nროდესაც „ბებიას“ პროდუქტებს ყიდულობთ, მხარს უჭერთ უფრო მდგრად მომავალს. ჩვენი 100% ნატურალური მასალები ეთიკურად არის მოპოვებული და ჩვენი წარმოების პროცესი პრიორიტეტს ანიჭებს გარემოს დაცვას. ბუნებრივი ნახელავების ფერები მიღებულია მცენარეებიდან, ხელით ღებვის ოსტატობით. თუმცა ეს ყველაფერი მხოლოდ პლანეტას არ ეხება — ეს ადამიანებზეა. ყოველი შენაძენი ეხმარება ჩვენი ბებიების ყოფას, აძლევს მათ დამატებით შემოსავალსა და ცხოვრების ხალისს. ",,,taxable,,1,14,,0,0,,,,,0,,,,"ქუდები > ბუნებრივი ფერის ქუდები, ქუდები > პომპონიანი ქუდები","ბებიას, ბუნებრივი ფერის ქუდი, თბილი ქუდი, ნაქსოვი ქუდი, პომპონიანი ქუდი, ქუდები, ქუდი, შალის ქუდი",,"https://bebias.ge/wp-content/uploads/ჩაისფერი-ქუდი-პომპონით-20222.jpg, https://bebias.ge/wp-content/uploads/IMG_5131-1.jpg, https://bebias.ge/wp-content/uploads/შეფუთვა.png",,,,,,,,,0,ბებიას,ზომა,"L, M, S, XS",1,0,ფერი,ყავისფერი,1,1,სარჩული,"შუბლის გარშემო",0,1,მატერია,"თუშური შალი",1,1
5739,variation,"ჩაისფერი ქუდი პომპონით L",,"ჩაისფერი ქუდი პომპონით - L",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,59,,,,,,,"ჩაისფერი ქუდი პომპონით",,,,,,1,,ზომა,L,,0,,,,,,,,,,,,
5740,variation,"ჩაისფერი ქუდი პომპონით M",,"ჩაისფერი ქუდი პომპონით - M",1,0,visible,,,,,taxable,parent,1,12,,0,0,,,,,0,,,59,,,,,,,"ჩაისფერი ქუდი პომპონით",,,,,,2,,ზომა,M,,0,,,,,,,,,,,,
5741,variation,"ჩაისფერი ქუდი პომპონით S",,"ჩაისფერი ქუდი პომპონით - S",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,59,,,,,,,"ჩაისფერი ქუდი პომპონით",,,,,,3,,ზომა,S,,0,,,,,,,,,,,,
