ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global"
4771,variation,"რუხი შეუღებავი შალის ქუდი პომპონით XXS",,"რუხი შეუღებავი შალის ქუდი პომპონით - XXS",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,59,,,,,,,"რუხი შეუღებავი შალის ქუდი პომპონით",,,,,,1,,ზომა,XXS,,0,,,,,,,,,,,,
4772,variation,"რუხი შეუღებავი შალის ქუდი პომპონით XS",,"რუხი შეუღებავი შალის ქუდი პომპონით - XS",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,59,,,,,,,"რუხი შეუღებავი შალის ქუდი პომპონით",,,,,,2,,ზომა,XS,,0,,,,,,,,,,,,
4773,variation,"რუხი შეუღებავი შალის ქუდი პომპონით S",,"რუხი შეუღებავი შალის ქუდი პომპონით - S",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,59,,,,,,,"რუხი შეუღებავი შალის ქუდი პომპონით",,,,,,3,,ზომა,S,,0,,,,,,,,,,,,
4774,variation,"რუხი შეუღებავი შალის ქუდი პომპონით M",,"რუხი შეუღებავი შალის ქუდი პომპონით - M",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,59,,,,,,,"რუხი შეუღებავი შალის ქუდი პომპონით",,,,,,4,,ზომა,M,,0,,,,,,,,,,,,
4775,variation,"რუხი შეუღებავი შალის ქუდი პომპონით L",,"რუხი შეუღებავი შალის ქუდი პომპონით - L",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,59,,,,,,,"რუხი შეუღებავი შალის ქუდი პომპონით",,,,,,5,,ზომა,L,,0,,,,,,,,,,,,
4776,variable,"ჯინჯერისფერი ქუდი პომპონით",,"ჯინჯერისფერი ქუდი პომპონით",1,1,visible,"• ქსოვილი: 100% ნატურალური თუშური შალი\n• სარჩული: 100% ბამბით ნაქსოვი, შუბლის გარშემო\n• ფერი: მცენარეული ბუნებრივი საღებავი\n• ნამდვილი ბებიების ხელით მოქსოვილი\n• დამზადებულია საქართველოში\n• შეფუთვა: ბრენდირებული კრაფტის ქაღალდი და კრაფტის ჩანთა","ზომის დასადგენად იხელმძღვანელეთ ქვემოთ მოცემული ცხრილით:\n\n\n\n<table width=""375"">\n\n\n\n<tbody>\n\n\n\n<tr>\n\n\n\n<td width=""64"">ზომა</td>\n\n\n\n<td width=""210"">თავის გარშემოწერილობა</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64""> L</td>\n\n\n\n<td width=""210"">62-65 სმ</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64""> M</td>\n\n\n\n<td width=""210"">58-61 სმ</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64""> S</td>\n\n\n\n<td width=""210"">54-57 სმ</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64"">XS</td>\n\n\n\n<td width=""210"">50-53 სმ</td>\n\n\n\n</tr>\n\n\n\n</tbody>\n\n\n\n</table>\n\n\n\n✓ შეძენამდე გაეცანით <a href=""https://bebias.ge/payment-and-delivery/"">მიწოდების პირობებსა და ტარიფებს.</a>\n\n\n\n\n\n\n\n✓ რეცხვის ინსტრუქცია იხილეთ <a href=""https://bebias.ge/faq/"">ხშირად დასმულ კითხვებში.</a>\n\n\n&nbsp;\n\n<strong>ტრადიციით შექმნილი, სიყვარულით შესრულებული</strong>\n\n“ბებიას” ყოველი ნახელავი სითბოს, ოსტატობისა და სოციალური გავლენის ისტორიას ყვება. ქართული, ბებიების მიერ ხელით ნაქსოვი თითოეული პროდუქტი უნიკალურია და გამოხატავს თაობიდან თაობაზე გადაცემულ უნარებს. ჩვენი პროდუქტები მხოლოდ აქსესუარები არაა — ეს სიმბოლოებია სიყვარულის, ზრუნვისა და მდგრადობის.\n\n<strong>100% ნატურალური მასალები, 100% დაცვა და კომფორტი</strong>\n\nჩვენი ნახელავები დამზადებულია 100% ნატურალური და ორგანული სუფთა, შეურეველი მასალებისგან, რაც უზრუნველყოფს არაჩვეულებრივ კომფორტს, სირბილეს და სკალპის სუნთქვადობას. ვიყენებთ ქართულ ნატურალურ თბილ შალს თუშეთის მთებიდან, ასევე პრემიუმ ხარისხის ნატურალურ რბილ შალს და ნატურალურ ანტიალერგიულ ბამბას, რათა თითოეული ნივთი იყოს ეკო-მეგობრული, რბილი და იდეალური ყველა სეზონისთვის, ყინვასა თუ ნაკლებად ცივ ამინდში.\n\n<strong>მდგრადობა და სოციალური გავლენა</strong>\n\nროდესაც „ბებიას“ პროდუქტებს ყიდულობთ, მხარს უჭერთ უფრო მდგრად მომავალს. ჩვენი 100% ნატურალური მასალები ეთიკურად არის მოპოვებული და ჩვენი წარმოების პროცესი პრიორიტეტს ანიჭებს გარემოს დაცვას. ბუნებრივი ნახელავების ფერები მიღებულია მცენარეებიდან, ხელით ღებვის ოსტატობით. თუმცა ეს ყველაფერი მხოლოდ პლანეტას არ ეხება — ეს ადამიანებზეა. ყოველი შენაძენი ეხმარება ჩვენი ბებიების ყოფას, აძლევს მათ დამატებით შემოსავალსა და ცხოვრების ხალისს. ",,,taxable,,0,0,,0,0,,,,,0,,,,"ქუდები > ბუნებრივი ფერის ქუდები, ქუდები > პომპონიანი ქუდები","ბებიას, ბუნებრივი ფერის ქუდი, თბილი ქუდი, ნაქსოვი ქუდი, პომპონიანი ქუდი, ქუდები, ქუდი, შალის ქუდი",,"https://bebias.ge/wp-content/uploads/ჯინჯერსფერი-ქუდი-პომპონით.jpg, https://bebias.ge/wp-content/uploads/შეფუთვა.png",,,,,,,,,0,ბებიას,ზომა,"L, M, S, XS, XXS, XXXS",1,0,ფერი,ჩალისფერი,1,1,სარჩული,"შუბლის გარშემო",0,1,მატერია,"თუშური შალი",1,1
4777,variation,"ჯინჯერისფერი ქუდი პომპონით L",,"ჯინჯერისფერი ქუდი პომპონით - L",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,59,,,,,,,"ჯინჯერისფერი ქუდი პომპონით",,,,,,1,,ზომა,L,,0,,,,,,,,,,,,
4778,variation,"ჯინჯერისფერი ქუდი პომპონით M",,"ჯინჯერისფერი ქუდი პომპონით - M",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,59,,,,,,,"ჯინჯერისფერი ქუდი პომპონით",,,,,,2,,ზომა,M,,0,,,,,,,,,,,,
4779,variation,"ჯინჯერისფერი ქუდი პომპონით S",,"ჯინჯერისფერი ქუდი პომპონით - S",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,59,,,,,,,"ჯინჯერისფერი ქუდი პომპონით",,,,,,3,,ზომა,S,,0,,,,,,,,,,,,
4780,variation,"ჯინჯერისფერი ქუდი პომპონით XS",,"ჯინჯერისფერი ქუდი პომპონით - XS",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,59,,,,,,,"ჯინჯერისფერი ქუდი პომპონით",,,,,,4,,ზომა,XS,,0,,,,,,,,,,,,
4788,variable,"ფირუზისფერი შარფი",,"ფირუზისფერი შარფი",1,0,visible,"• ქსოვილი: 100% ნატურალური თუშური შალი\n• ზომა: 160 x 25 (სმ)\n• ნამდვილი ბებიების ხელით მოქსოვილი\n• დამზადებულია საქართველოში\n• შეფუთვა: ბრენდირებული კრაფტის ქაღალდი და კრაფტის ჩანთა","✓ შეძენამდე გაეცანით <a href=""https://bebias.ge/payment-and-delivery/"">მიწოდების პირობებსა და ტარიფებს.</a>\n\n✓ რეცხვის ინსტრუქცია იხილეთ <a href=""https://bebias.ge/faq/"">ხშირად დასმულ კითხვებში.</a>\n\n\n&nbsp;\n\n<strong>ტრადიციით შექმნილი, სიყვარულით შესრულებული</strong>\n\n“ბებიას” ყოველი ნახელავი სითბოს, ოსტატობისა და სოციალური გავლენის ისტორიას ყვება. ქართული, ბებიების მიერ ხელით ნაქსოვი თითოეული პროდუქტი უნიკალურია და გამოხატავს თაობიდან თაობაზე გადაცემულ უნარებს. ჩვენი პროდუქტები მხოლოდ აქსესუარები არაა — ეს სიმბოლოებია სიყვარულის, ზრუნვისა და მდგრადობის.\n\n<strong>100% ნატურალური მასალები, 100% დაცვა და კომფორტი</strong>\n\nჩვენი ნახელავები დამზადებულია 100% ნატურალური და ორგანული სუფთა, შეურეველი მასალებისგან, რაც უზრუნველყოფს არაჩვეულებრივ კომფორტს, სირბილეს და სკალპის სუნთქვადობას. ვიყენებთ ქართულ ნატურალურ თბილ შალს თუშეთის მთებიდან, ასევე პრემიუმ ხარისხის ნატურალურ რბილ შალს და ნატურალურ ანტიალერგიულ ბამბას, რათა თითოეული ნივთი იყოს ეკო-მეგობრული, რბილი და იდეალური ყველა სეზონისთვის, ყინვასა თუ ნაკლებად ცივ ამინდში.\n\n<strong>მდგრადობა და სოციალური გავლენა</strong>\n\nროდესაც „ბებიას“ პროდუქტებს ყიდულობთ, მხარს უჭერთ უფრო მდგრად მომავალს. ჩვენი 100% ნატურალური მასალები ეთიკურად არის მოპოვებული და ჩვენი წარმოების პროცესი პრიორიტეტს ანიჭებს გარემოს დაცვას. ბუნებრივი ნახელავების ფერები მიღებულია მცენარეებიდან, ხელით ღებვის ოსტატობით. თუმცა ეს ყველაფერი მხოლოდ პლანეტას არ ეხება — ეს ადამიანებზეა. ყოველი შენაძენი ეხმარება ჩვენი ბებიების ყოფას, აძლევს მათ დამატებით შემოსავალსა და ცხოვრების ხალისს.",,,taxable,,0,0,,0,0,,,,,0,,,,"შარფები > სადა შარფები","ბებიას, თბილი შარფი, ნაქსოვი შარფი, ფირუზისფერი შარფი, ფოჩებიანი შარფი, შალის შარფი, შარფი",,"https://bebias.ge/wp-content/uploads/ფირუზისფერი-შარფი.jpg, https://bebias.ge/wp-content/uploads/შეფუთვა.png",,,,,,,,,0,ბებიას,ზომა,"160*25 სმ",1,0,ფერი,ფირუზისფერი,1,1,სარჩული,"სარჩულის გარეშე",0,1,მატერია,"თუშური შალი",1,1
4789,variation,"ფირუზისფერი შარფი 160სმ",,"ფირუზისფერი შარფი - 160*25 სმ",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,79,,,,,,,"ფირუზისფერი შარფი",,,,,,1,,ზომა,"160*25 სმ",,0,,,,,,,,,,,,
4845,variable,"ღია სტაფილოსფერი ქუდი პომპონით",,"ღია სტაფილოსფერი ქუდი პომპონით",1,0,visible,"• ქსოვილი: 100% ნატურალური თუშური შალი\n• სარჩული: 100% ბამბით ნაქსოვი, შუბლის გარშემო\n• ნამდვილი ბებიების ხელით მოქსოვილი\n• დამზადებულია საქართველოში\n• შეფუთვა: ბრენდირებული კრაფტის ქაღალდი და კრაფტის ჩანთა","ზომის დასადგენად იხელმძღვანელეთ ქვემოთ მოცემული ცხრილით:\n\n\n\n<table width=""375"">\n\n\n\n<tbody>\n\n\n\n<tr>\n\n\n\n<td width=""64"">ზომა</td>\n\n\n\n<td width=""210"">თავის გარშემოწერილობა</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64""> L</td>\n\n\n\n<td width=""210"">62-65 სმ</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64""> M</td>\n\n\n\n<td width=""210"">58-61 სმ</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64""> S</td>\n\n\n\n<td width=""210"">54-57 სმ</td>\n\n\n\n</tr>\n\n\n\n<tr>\n\n\n\n<td width=""64"">XS</td>\n\n\n\n<td width=""210"">50-53 სმ</td>\n\n\n\n</tr>\n\n\n\n</tbody>\n\n\n\n</table>\n\n\n\n✓ შეძენამდე გაეცანით <a href=""https://bebias.ge/payment-and-delivery/"">მიწოდების პირობებსა და ტარიფებს.</a>\n\n\n\n\n\n\n\n✓ რეცხვის ინსტრუქცია იხილეთ <a href=""https://bebias.ge/faq/"">ხშირად დასმულ კითხვებში.</a>\n\n\n&nbsp;\n\n<strong>ტრადიციით შექმნილი, სიყვარულით შესრულებული</strong>\n\n“ბებიას” ყოველი ნახელავი სითბოს, ოსტატობისა და სოციალური გავლენის ისტორიას ყვება. ქართული, ბებიების მიერ ხელით ნაქსოვი თითოეული პროდუქტი უნიკალურია და გამოხატავს თაობიდან თაობაზე გადაცემულ უნარებს. ჩვენი პროდუქტები მხოლოდ აქსესუარები არაა — ეს სიმბოლოებია სიყვარულის, ზრუნვისა და მდგრადობის.\n\n<strong>100% ნატურალური მასალები, 100% დაცვა და კომფორტი</strong>\n\nჩვენი ნახელავები დამზადებულია 100% ნატურალური და ორგანული სუფთა, შეურეველი მასალებისგან, რაც უზრუნველყოფს არაჩვეულებრივ კომფორტს, სირბილეს და სკალპის სუნთქვადობას. ვიყენებთ ქართულ ნატურალურ თბილ შალს თუშეთის მთებიდან, ასევე პრემიუმ ხარისხის ნატურალურ რბილ შალს და ნატურალურ ანტიალერგიულ ბამბას, რათა თითოეული ნივთი იყოს ეკო-მეგობრული, რბილი და იდეალური ყველა სეზონისთვის, ყინვასა თუ ნაკლებად ცივ ამინდში.\n\n<strong>მდგრადობა და სოციალური გავლენა</strong>\n\nროდესაც „ბებიას“ პროდუქტებს ყიდულობთ, მხარს უჭერთ უფრო მდგრად მომავალს. ჩვენი 100% ნატურალური მასალები ეთიკურად არის მოპოვებული და ჩვენი წარმოების პროცესი პრიორიტეტს ანიჭებს გარემოს დაცვას. ბუნებრივი ნახელავების ფერები მიღებულია მცენარეებიდან, ხელით ღებვის ოსტატობით. თუმცა ეს ყველაფერი მხოლოდ პლანეტას არ ეხება — ეს ადამიანებზეა. ყოველი შენაძენი ეხმარება ჩვენი ბებიების ყოფას, აძლევს მათ დამატებით შემოსავალსა და ცხოვრების ხალისს. ",,,taxable,,0,0,,0,0,,,,,0,,,,"ქუდები > პომპონიანი ქუდები","ბებიას, თბილი ქუდი, ნაქსოვი ქუდი, პომპონიანი ქუდი, ფორთოხლისფერი ქუდი, ქუდები, ქუდი, შალის ქუდი",,"https://bebias.ge/wp-content/uploads/სტაფილოსფერი-ქუდი-პომპონით.jpg, https://bebias.ge/wp-content/uploads/შეფუთვა.png",,,,,,,,,0,ბებიას,ზომა,"L, M, S, XS",1,0,ფერი,სტაფილოსფერი,1,1,სარჩული,"შუბლის გარშემო",0,1,მატერია,"თუშური შალი",1,1
4847,variable,"ფირუზისფერი ხელთათმანი თითების გარეშე",,"ფირუზისფერი ხელთათმანი თითების გარეშე",1,0,visible,"• ქსოვილი: 100% ნატურალური თუშური შალი\n• ნამდვილი ბებიების ხელით მოქსოვილი\n• დამზადებულია საქართველოში\n• შეფუთვა: ბრენდირებული კრაფტის ქაღალდი და კრაფტის ჩანთა","✓ შეძენამდე გაეცანით <a href=""https://bebias.ge/payment-and-delivery/"">მიწოდების პირობებსა და ტარიფებს.</a>\n\n✓ რეცხვის ინსტრუქცია იხილეთ <a href=""https://bebias.ge/faq/"">ხშირად დასმულ კითხვებში.</a>\n\n\n&nbsp;\n\n<strong>ტრადიციით შექმნილი, სიყვარულით შესრულებული</strong>\n\n“ბებიას” ყოველი ნახელავი სითბოს, ოსტატობისა და სოციალური გავლენის ისტორიას ყვება. ქართული, ბებიების მიერ ხელით ნაქსოვი თითოეული პროდუქტი უნიკალურია და გამოხატავს თაობიდან თაობაზე გადაცემულ უნარებს. ჩვენი პროდუქტები მხოლოდ აქსესუარები არაა — ეს სიმბოლოებია სიყვარულის, ზრუნვისა და მდგრადობის.\n\n<strong>100% ნატურალური მასალები, 100% დაცვა და კომფორტი</strong>\n\nჩვენი ნახელავები დამზადებულია 100% ნატურალური და ორგანული სუფთა, შეურეველი მასალებისგან, რაც უზრუნველყოფს არაჩვეულებრივ კომფორტს, სირბილეს და სკალპის სუნთქვადობას. ვიყენებთ ქართულ ნატურალურ თბილ შალს თუშეთის მთებიდან, ასევე პრემიუმ ხარისხის ნატურალურ რბილ შალს და ნატურალურ ანტიალერგიულ ბამბას, რათა თითოეული ნივთი იყოს ეკო-მეგობრული, რბილი და იდეალური ყველა სეზონისთვის, ყინვასა თუ ნაკლებად ცივ ამინდში.\n\n<strong>მდგრადობა და სოციალური გავლენა</strong>\n\nროდესაც „ბებიას“ პროდუქტებს ყიდულობთ, მხარს უჭერთ უფრო მდგრად მომავალს. ჩვენი 100% ნატურალური მასალები ეთიკურად არის მოპოვებული და ჩვენი წარმოების პროცესი პრიორიტეტს ანიჭებს გარემოს დაცვას. ბუნებრივი ნახელავების ფერები მიღებულია მცენარეებიდან, ხელით ღებვის ოსტატობით. თუმცა ეს ყველაფერი მხოლოდ პლანეტას არ ეხება — ეს ადამიანებზეა. ყოველი შენაძენი ეხმარება ჩვენი ბებიების ყოფას, აძლევს მათ დამატებით შემოსავალსა და ცხოვრების ხალისს.",,,taxable,,0,0,,0,0,,,,,0,,,,"ხელთათმანები > სადა ხელთათმანები","ბებიას, თბილი ხელთათმანები, ნაქსოვი ხელთათმანი, ფირუზისფერი ხელთათმანი, შალის ხელთათმანი, ხელთათმანები, ხელთათმანი",,"https://bebias.ge/wp-content/uploads/ფირუზისფერი-ხელთათმანი-თითების-გარეშე.jpg, https://bebias.ge/wp-content/uploads/შეფუთვა.png",,,,,,,,,0,ბებიას,ზომა,"L, S/M",1,0,ფერი,ფირუზისფერი,1,1,სარჩული,"სარჩულის გარეშე",0,1,მატერია,"თუშური შალი",1,1
4848,variation,"ფირუზისფერი ხელთათმანი თითების გარეშე - კაცი",,"ფირუზისფერი ხელთათმანი თითების გარეშე - L",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,44,,,,,,,"ფირუზისფერი ხელთათმანი თითების გარეშე",,,,,,1,,ზომა,L,,0,,,,,,,,,,,,
4856,variable,"ფირუზისფერი ხელთათმანი",,"ფირუზისფერი ხელთათმანი",1,0,visible,"• ქსოვილი: 100% ნატურალური თუშური შალი\n• ნამდვილი ბებიების ხელით მოქსოვილი\n• დამზადებულია საქართველოში\n• შეფუთვა: ბრენდირებული კრაფტის ქაღალდი და კრაფტის ჩანთა","✓ შეძენამდე გაეცანით <a href=""https://bebias.ge/payment-and-delivery/"">მიწოდების პირობებსა და ტარიფებს.</a>\n\n✓ რეცხვის ინსტრუქცია იხილეთ <a href=""https://bebias.ge/faq/"">ხშირად დასმულ კითხვებში.</a>\n\n\n&nbsp;\n\n<strong>ტრადიციით შექმნილი, სიყვარულით შესრულებული</strong>\n\n“ბებიას” ყოველი ნახელავი სითბოს, ოსტატობისა და სოციალური გავლენის ისტორიას ყვება. ქართული, ბებიების მიერ ხელით ნაქსოვი თითოეული პროდუქტი უნიკალურია და გამოხატავს თაობიდან თაობაზე გადაცემულ უნარებს. ჩვენი პროდუქტები მხოლოდ აქსესუარები არაა — ეს სიმბოლოებია სიყვარულის, ზრუნვისა და მდგრადობის.\n\n<strong>100% ნატურალური მასალები, 100% დაცვა და კომფორტი</strong>\n\nჩვენი ნახელავები დამზადებულია 100% ნატურალური და ორგანული სუფთა, შეურეველი მასალებისგან, რაც უზრუნველყოფს არაჩვეულებრივ კომფორტს, სირბილეს და სკალპის სუნთქვადობას. ვიყენებთ ქართულ ნატურალურ თბილ შალს თუშეთის მთებიდან, ასევე პრემიუმ ხარისხის ნატურალურ რბილ შალს და ნატურალურ ანტიალერგიულ ბამბას, რათა თითოეული ნივთი იყოს ეკო-მეგობრული, რბილი და იდეალური ყველა სეზონისთვის, ყინვასა თუ ნაკლებად ცივ ამინდში.\n\n<strong>მდგრადობა და სოციალური გავლენა</strong>\n\nროდესაც „ბებიას“ პროდუქტებს ყიდულობთ, მხარს უჭერთ უფრო მდგრად მომავალს. ჩვენი 100% ნატურალური მასალები ეთიკურად არის მოპოვებული და ჩვენი წარმოების პროცესი პრიორიტეტს ანიჭებს გარემოს დაცვას. ბუნებრივი ნახელავების ფერები მიღებულია მცენარეებიდან, ხელით ღებვის ოსტატობით. თუმცა ეს ყველაფერი მხოლოდ პლანეტას არ ეხება — ეს ადამიანებზეა. ყოველი შენაძენი ეხმარება ჩვენი ბებიების ყოფას, აძლევს მათ დამატებით შემოსავალსა და ცხოვრების ხალისს.",,,taxable,,0,0,,0,0,,,,,0,,,,"ხელთათმანები > სადა ხელთათმანები","ბებიას, თბილი ხელთათმანები, ნაქსოვი ხელთათმანი, ფირუზისფერი ხელთათმანი, შალის ხელთათმანი, ხელთათმანები, ხელთათმანი",,"https://bebias.ge/wp-content/uploads/ფირუზისფერი-ხელთათმანი.jpg, https://bebias.ge/wp-content/uploads/შეფუთვა.png",,,,,,,,,0,ბებიას,ზომა,"L, S/M",1,0,ფერი,ფირუზისფერი,1,1,სარჩული,"სარჩულის გარეშე",0,1,მატერია,"თუშური შალი",1,1
4857,variation,"ფირუზისფერი ხელთათმანი ქალი",,"ფირუზისფერი ხელთათმანი - S/M",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,44,,,,,,,"ფირუზისფერი ხელთათმანი",,,,,,1,,ზომა,S/M,,0,,,,,,,,,,,,
4859,variable,"წითელი ხელთათმანი",,"წითელი ხელთათმანი",1,0,visible,"• ქსოვილი: 100% ნატურალური თუშური შალი\n• ნამდვილი ბებიების ხელით მოქსოვილი\n• დამზადებულია საქართველოში\n• შეფუთვა: ბრენდირებული კრაფტის ქაღალდი და კრაფტის ჩანთა","✓ შეძენამდე გაეცანით <a href=""https://bebias.ge/payment-and-delivery/"">მიწოდების პირობებსა და ტარიფებს.</a>\n\n✓ რეცხვის ინსტრუქცია იხილეთ <a href=""https://bebias.ge/faq/"">ხშირად დასმულ კითხვებში.</a>\n\n\n&nbsp;\n\n<strong>ტრადიციით შექმნილი, სიყვარულით შესრულებული</strong>\n\n“ბებიას” ყოველი ნახელავი სითბოს, ოსტატობისა და სოციალური გავლენის ისტორიას ყვება. ქართული, ბებიების მიერ ხელით ნაქსოვი თითოეული პროდუქტი უნიკალურია და გამოხატავს თაობიდან თაობაზე გადაცემულ უნარებს. ჩვენი პროდუქტები მხოლოდ აქსესუარები არაა — ეს სიმბოლოებია სიყვარულის, ზრუნვისა და მდგრადობის.\n\n<strong>100% ნატურალური მასალები, 100% დაცვა და კომფორტი</strong>\n\nჩვენი ნახელავები დამზადებულია 100% ნატურალური და ორგანული სუფთა, შეურეველი მასალებისგან, რაც უზრუნველყოფს არაჩვეულებრივ კომფორტს, სირბილეს და სკალპის სუნთქვადობას. ვიყენებთ ქართულ ნატურალურ თბილ შალს თუშეთის მთებიდან, ასევე პრემიუმ ხარისხის ნატურალურ რბილ შალს და ნატურალურ ანტიალერგიულ ბამბას, რათა თითოეული ნივთი იყოს ეკო-მეგობრული, რბილი და იდეალური ყველა სეზონისთვის, ყინვასა თუ ნაკლებად ცივ ამინდში.\n\n<strong>მდგრადობა და სოციალური გავლენა</strong>\n\nროდესაც „ბებიას“ პროდუქტებს ყიდულობთ, მხარს უჭერთ უფრო მდგრად მომავალს. ჩვენი 100% ნატურალური მასალები ეთიკურად არის მოპოვებული და ჩვენი წარმოების პროცესი პრიორიტეტს ანიჭებს გარემოს დაცვას. ბუნებრივი ნახელავების ფერები მიღებულია მცენარეებიდან, ხელით ღებვის ოსტატობით. თუმცა ეს ყველაფერი მხოლოდ პლანეტას არ ეხება — ეს ადამიანებზეა. ყოველი შენაძენი ეხმარება ჩვენი ბებიების ყოფას, აძლევს მათ დამატებით შემოსავალსა და ცხოვრების ხალისს.",,,taxable,,0,0,,0,0,,,,,0,,,,"ხელთათმანები > სადა ხელთათმანები","ბებიას, თბილი ხელთათმანები, ნაქსოვი ხელთათმანი, შალის ხელთათმანი, წითელი ხელთათმანი, ხელთათმანები, ხელთათმანი",,"https://bebias.ge/wp-content/uploads/წითელი-ხელთათმანი.jpg, https://bebias.ge/wp-content/uploads/შეფუთვა.png",,,,,,,,,0,ბებიას,ზომა,"L, S/M",1,0,ფერი,წითელი,1,1,სარჩული,"სარჩულის გარეშე",0,1,მატერია,"თუშური შალი",1,1
4860,variation,"წითელი ხელთათმანი - ქალი",,"წითელი ხელთათმანი - S/M",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,44,,,,,,,"წითელი ხელთათმანი",,,,,,1,,ზომა,S/M,,0,,,,,,,,,,,,
